"Comment","Designator","Footprint","LCSC Part #"
"22n","C101,C102,C103,C104","C_0402_1005Metric","C1532"
"SMAJ5.0CA","D101","D_SMA","C908809"
"Fuse_Small","F101","Fuse_1206_3216Metric","C70065"
"10k","R105,R106,R107","R_0402_1005Metric","C25744"
"100k","R101,R102,R103,R104","R_0402_1005Metric","C25741"
"AT24CS02-STUM","U102","SOT-23-5","C5125083"
"Si8640BA-B-IU","U101","QSOP-16_3.9x4.9mm_P0.635mm","C52145203"
